0,7.752999999999999
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,11.450999999999999
10,0.0
11,0.0
12,23.761
13,11.359000000000002
14,12.138
15,0.0
16,0.0
17,25.445999999999998
18,24.173000000000002
19,0.0
20,0.0
21,9.624
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,23.608
28,29.728
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,10.96
35,0.0
36,12.446
37,21.195
38,17.685
39,0.0
40,0.0
41,0.0
42,23.995
43,0.0
44,0.0
45,21.011999999999997
46,21.011999999999997
47,14.482000000000001
48,25.476999999999997
49,0.0
50,0.0
51,11.822000000000001
52,20.497
53,16.361
54,16.361
55,21.061999999999998
56,0.0
57,19.917
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,9.958
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,26.872
76,26.872
77,0.0
78,13.315
79,23.061999999999998
80,26.238000000000003
81,0.0
82,0.0
83,0.0
84,20.395
85,22.826999999999998
86,20.173
87,17.592
88,0.0
89,21.048000000000002
90,23.820999999999998
91,0.0
92,0.0
93,0.0
94,24.185
95,0.0
96,16.877
97,0.0
98,39.269
99,0.0
100,15.155999999999999
101,29.625
102,0.0
103,0.0
104,12.095999999999998
105,0.0
106,0.0
107,15.524000000000001
108,0.0
109,0.0
110,42.05
111,17.438
112,0.0
113,0.0
114,0.0
115,15.415
116,0.0
117,0.0
118,20.265
119,21.594
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,19.497
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,11.274000000000001
136,0.0
137,7.978
138,0.0
139,0.0
140,0.0
141,29.065
142,0.0
143,0.0
144,18.525
145,0.0
146,10.199
147,0.0
148,0.0
149,0.0
150,5.862
151,0.0
152,14.377
153,0.0
154,13.488
155,16.002
156,22.046
157,12.239
158,12.549000000000001
159,0.0
160,0.0
161,0.0
162,0.0
163,28.788
164,0.0
165,8.902999999999999
166,17.455
167,0.0
168,23.223000000000003
169,0.0
170,20.122
171,14.953
172,0.0
173,18.996
174,0.0
175,45.351000000000006
176,23.072
177,0.0
178,0.0
179,12.0
180,16.257
181,11.747
182,0.0
183,23.381
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,41.648999999999994
196,0.0
197,0.0
198,13.027999999999999
199,17.68
200,0.0
201,22.379
202,23.644000000000002
203,0.0
204,22.666999999999998
205,0.0
206,14.751
207,24.881999999999998
208,0.0
209,16.326
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,27.274
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,22.239
224,13.939
225,0.0
226,0.0
227,15.582
228,0.0
229,0.0
230,0.0
231,23.74
232,0.0
233,15.075999999999999
234,12.468
235,0.0
236,0.0
237,0.0
238,0.0
239,17.016
240,0.0
241,0.0
242,14.797
243,16.435
244,0.0
245,28.393
246,0.0
247,0.0
248,0.0
249,12.405
250,0.0
251,0.0
252,0.0
253,16.118
254,0.0
255,0.0
256,22.074
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,18.335
265,0.0
266,0.0
267,19.485
268,47.747
269,60.718
270,0.0
